0	-0.136719
1	0.0721321
2	-0.0448514
3	0.0331593
4	-0.0234051
5	0.0156021
6	-0.0175629
7	0.0234203
8	-0.0253678
9	0.027319
10	-0.0253639
11	0.0253659
12	-0.027319
13	0.0253639
14	-0.0234127
15	0.0234146
16	-0.0214615
17	0.0195103
18	-0.0195122
19	0.0175591
20	-0.0136547
21	0.0117054
22	-0.00975419
23	0.00584985
24	-0.00194741
25	-1.90177e-06
26	-1.8572e-09
27	-1.81367e-12
28	0.00195312
29	-0.00585747
30	0.0097599
31	-0.0136623
32	0.0175648
33	-0.017561
34	0.017561
35	-0.0195141
36	0.0195122
37	-0.0214653
38	0.0253697
39	-0.027319
40	0.0273171
41	-0.0253639
42	0.0253659
43	-0.027319
44	0.0253639
45	-0.0234127
46	0.0234146
47	-0.0214615
48	0.0195103
49	-0.0195122
50	0.0175591
51	-0.0136547
52	0.0117054
53	-0.00975419
54	0.00584985
55	-0.00194741
56	-1.90177e-06
57	-1.8572e-09
58	-1.81367e-12
59	0.00195312
60	-0.00585747
61	0.0097599
62	-0.0136623
63	0.0175648
64	-0.017561
65	0.017561
66	-0.0195141
67	0.0195122
68	-0.0214653
69	0.0253697
70	-0.027319
71	0.0273171
72	-0.0253639
73	0.0253659
74	-0.027319
75	0.0253639
76	-0.0234127
77	0.0234146
78	-0.0214615
79	0.0195103
80	-0.0195122
81	0.0175591
82	-0.0136547
83	0.0117054
84	-0.00975419
85	0.00584985
86	-0.00194741
87	-1.90177e-06
88	-1.8572e-09
89	-1.81367e-12
90	0.00195312
91	-0.00585747
92	0.0097599
93	-0.0136623
94	0.0175648
95	-0.017561
96	0.017561
97	-0.0195141
98	0.0195122
99	-0.0214653
100	0.0253697
101	-0.027319
102	0.0273171
103	-0.0253639
104	0.0253659
105	-0.027319
106	0.0253639
107	-0.0234127
108	0.0234146
109	-0.0214615
110	0.0195103
111	-0.0195122
112	0.0175591
113	-0.0136547
114	0.0117054
115	-0.00975419
116	0.00584985
117	-0.00194741
118	-1.90177e-06
119	-1.8572e-09
120	-1.81367e-12
121	0.00195312
122	-0.00585747
123	0.0097599
124	-0.0136623
125	0.0175648
126	-0.017561
127	0.017561
128	-0.0195141
129	0.0195122
130	-0.0214653
131	0.0253697
132	-0.027319
133	0.0273171
134	-0.0253639
135	0.0253659
136	-0.027319
137	0.0253639
138	-0.0234127
139	0.0234146
140	-0.0214615
141	0.0195103
142	-0.0195122
143	0.0175591
144	-0.0136547
145	0.0117054
146	-0.00975419
147	0.00584985
148	-0.00194741
149	-1.90177e-06
150	-1.8572e-09
151	-1.81367e-12
152	0.00195312
153	-0.00585747
154	0.0097599
155	-0.0136623
156	0.0175648
157	-0.017561
158	0.017561
159	-0.0195141
160	0.0195122
161	-0.0214653
162	0.0253697
163	-0.027319
