0	-0.193359
1	0.171686
2	-0.161942
3	0.154139
4	-0.136568
5	0.12096
6	-0.115116
7	0.105356
8	-0.0975534
9	0.0956079
10	-0.0741254
11	0.0780526
12	-0.0721894
13	0.0604764
14	-0.0624409
15	0.0350953
16	-0.0253564
17	0.0331784
18	-0.0253582
19	0.027319
20	-0.0312233
21	0.0429383
22	-0.0448799
23	0.0390187
24	-0.0273056
25	0.0312233
26	3.04915e-05
27	0.00781253
28	-0.00585175
29	0.0312443
30	-0.039032
31	0.0409775
32	-0.0233975
33	0.013649
34	0.00391958
35	0.00391008
36	-0.0331993
37	0.021452
38	-0.0175572
39	0.0292797
40	-0.0390339
41	0.0273056
42	-0.0370827
43	0.03512
44	-0.0273095
45	0.0195046
46	-0.0253716
47	0.0351315
48	-0.0273094
49	0.0312233
50	-0.0370789
51	0.0429325
52	-0.0448799
53	0.0409718
54	-0.03121
55	0.0331726
56	-0.037077
57	0.00972942
58	-0.007803
59	-0.00196075
60	-0.00390816
61	0.00585556
62	0.0117245
63	1.14497e-05
64	-0.00390624
65	-0.00976944
66	-9.54047e-06
67	0.0117187
68	-0.00780106
69	0.0156174
70	-0.0312347
71	0.0214539
72	-0.0253697
73	0.0292721
74	-0.0155964
75	0.00389102
76	-0.0156212
77	0.00779724
78	-0.0117111
79	0.00584794
80	-0.0214787
81	0.0390415
82	-0.0214462
83	0.0214634
84	-0.031229
85	0.0214539
86	-0.0234165
87	0.0312271
88	-0.0468445
89	0.0565949
90	-0.035101
91	0.0273095
92	-0.0175515
93	0.00974848
94	-0.0195217
95	0.0273247
96	-0.0253639
97	0.0195065
98	-0.0331841
99	0.037077
100	-0.0409794
101	0.03121
102	-0.0136414
103	0.00779918
104	7.61639e-06
105	-0.00976562
106	0.00975609
107	-0.00389672
108	0.00585557
109	-0.00194741
110	-0.00586128
111	-0.00391197
112	0.0117149
113	-0.00975418
114	0.00584985
115	5.71274e-06
116	-0.015625
117	0.00779724
118	-0.0136643
119	0.00193978
120	0.00976752
121	-0.0214748
122	0.0214634
123	-0.0195103
124	0.0136528
125	-0.0175648
126	0.0156078
127	-0.0214691
128	0.0195103
129	-0.0116997
130	0.00780107
131	-0.0117111
132	0.00975419
133	-0.0117092
134	0.0156136
135	-0.0136566
136	0.021471
137	-0.0273228
138	0.0195046
139	-0.0273247
140	0.0331764
141	-0.0234051
142	0.013649
143	-0.0351429
144	0.0234032
145	-0.00778965
