100 -0.226717 -0.514254 0.287536
115 -0.344123 -0.514254 0.170131
132 -0.23436 -0.514254 0.279894
152 -0.501654 -0.514254 0.0125997
175 -0.242341 -0.514254 0.271913
202 -0.421376 -0.514254 0.0928776
233 -0.747153 -0.514254 0.232899
269 -0.398781 -0.514254 0.115472
310 -0.593982 -0.514254 0.0797281
357 -0.529636 -0.514254 0.0153824
412 -0.2846 -0.514254 0.229654
475 -0.617173 -0.514254 0.102919
548 -0.660694 -0.514254 0.14644
632 -0.742365 -0.514254 0.228111
729 -0.268665 -0.514254 0.245589
841 -0.463249 -0.514254 0.0510046
971 -0.548609 -0.514254 0.0343549
1121 -0.605222 -0.514254 0.0909685
1294 -0.561661 -0.514254 0.0474071
1494 -0.510222 -0.514254 0.00403183
1725 -0.554989 -0.514254 0.0407355
1991 -0.520401 -0.514254 0.00614658
2299 -0.519061 -0.514254 0.00480733
2654 -0.426086 -0.514254 0.0881679
3064 -0.465634 -0.514254 0.0486201
3538 -0.385065 -0.514254 0.129189
4085 -0.499819 -0.514254 0.0144346
4717 -0.55 -0.514254 0.035746
5447 -0.536808 -0.514254 0.0225541
6290 -0.486342 -0.514254 0.0279124
7263 -0.56771 -0.514254 0.0534561
8387 -0.532138 -0.514254 0.0178836
9685 -0.484965 -0.514254 0.0292893
11184 -0.463243 -0.514254 0.0510105
12915 -0.514494 -0.514254 0.000239649
14913 -0.486541 -0.514254 0.0277127
17221 -0.504508 -0.514254 0.00974546
19886 -0.535772 -0.514254 0.0215185
22963 -0.515487 -0.514254 0.00123262
26517 -0.540363 -0.514254 0.0261093
30621 -0.493185 -0.514254 0.0210688
35360 -0.528446 -0.514254 0.0141923
40833 -0.509814 -0.514254 0.00444032
47153 -0.525508 -0.514254 0.011254
54451 -0.524025 -0.514254 0.00977126
62878 -0.491952 -0.514254 0.0223022
72610 -0.509886 -0.514254 0.0043682
83848 -0.505138 -0.514254 0.00911642
96825 -0.534581 -0.514254 0.0203273
111811 -0.543621 -0.514254 0.0293676
129117 -0.520698 -0.514254 0.00644428
149101 -0.506694 -0.514254 0.00755959
172178 -0.516377 -0.514254 0.00212262
198827 -0.522066 -0.514254 0.0078124
229601 -0.516004 -0.514254 0.00175016
265138 -0.508123 -0.514254 0.00613079
306176 -0.510716 -0.514254 0.00353779
353565 -0.514965 -0.514254 0.000710977
408289 -0.516078 -0.514254 0.00182432
471483 -0.51293 -0.514254 0.00132398
544459 -0.512516 -0.514254 0.00173829
628730 -0.515536 -0.514254 0.00128242
726044 -0.510435 -0.514254 0.00381907
838421 -0.513456 -0.514254 0.000798022
968191 -0.51639 -0.514254 0.00213638
1118047 -0.516706 -0.514254 0.00245188
1291098 -0.50726 -0.514254 0.00699358
1490934 -0.513451 -0.514254 0.000803223
1721700 -0.516956 -0.514254 0.00270243
1988184 -0.514812 -0.514254 0.000558204
2295915 -0.515483 -0.514254 0.00122886
2651276 -0.514263 -0.514254 8.83196e-06
3061640 -0.515911 -0.514254 0.001657
3535520 -0.515647 -0.514254 0.00139318
4082747 -0.513204 -0.514254 0.00105036
4714674 -0.517072 -0.514254 0.00281765
5444411 -0.514522 -0.514254 0.000267929
6287096 -0.513752 -0.514254 0.000501927
7260212 -0.515035 -0.514254 0.000781296
8383947 -0.514947 -0.514254 0.000692859
9681614 -0.513971 -0.514254 0.000282651
