100 -0.226717 -0.514254 0.287536
120 -0.400539 -0.514254 0.113715
144 -0.163601 -0.514254 0.350653
172 -0.484081 -0.514254 0.0301727
206 -0.325669 -0.514254 0.188584
247 -0.524629 -0.514254 0.0103752
296 -0.487949 -0.514254 0.026305
355 -0.669582 -0.514254 0.155328
426 -0.485307 -0.514254 0.0289472
511 -0.328424 -0.514254 0.18583
613 -0.688805 -0.514254 0.174551
735 -0.669334 -0.514254 0.15508
882 -0.35951 -0.514254 0.154744
1058 -0.44928 -0.514254 0.0649738
1269 -0.607299 -0.514254 0.0930452
1522 -0.598146 -0.514254 0.0838918
1826 -0.502685 -0.514254 0.0115689
2191 -0.559508 -0.514254 0.045254
2629 -0.509681 -0.514254 0.00457265
3154 -0.475652 -0.514254 0.0386016
3784 -0.454411 -0.514254 0.0598432
4540 -0.414656 -0.514254 0.0995981
5448 -0.536442 -0.514254 0.0221884
6537 -0.5217 -0.514254 0.00744583
7844 -0.497991 -0.514254 0.0162629
9412 -0.546564 -0.514254 0.0323104
11294 -0.515136 -0.514254 0.000882001
13552 -0.466323 -0.514254 0.0479309
16262 -0.511152 -0.514254 0.00310215
19514 -0.498626 -0.514254 0.0156284
23416 -0.508316 -0.514254 0.00593786
28099 -0.535688 -0.514254 0.0214343
33718 -0.530983 -0.514254 0.0167295
40461 -0.50807 -0.514254 0.00618396
48553 -0.51635 -0.514254 0.00209567
58263 -0.517556 -0.514254 0.00330207
69915 -0.520133 -0.514254 0.00587896
83898 -0.491272 -0.514254 0.0229824
100677 -0.513846 -0.514254 0.000408432
120812 -0.528842 -0.514254 0.014588
144974 -0.537823 -0.514254 0.0235692
173968 -0.509397 -0.514254 0.00485665
208761 -0.518024 -0.514254 0.00377024
250513 -0.518458 -0.514254 0.00420372
300615 -0.514689 -0.514254 0.000435021
360738 -0.506146 -0.514254 0.00810778
432885 -0.516212 -0.514254 0.00195853
519462 -0.514581 -0.514254 0.000327428
623354 -0.512908 -0.514254 0.00134626
748024 -0.514027 -0.514254 0.000227341
897628 -0.511569 -0.514254 0.00268529
1077153 -0.513464 -0.514254 0.000789751
1292583 -0.51821 -0.514254 0.00395581
1551099 -0.511324 -0.514254 0.00293014
1861318 -0.51206 -0.514254 0.00219414
