100 -0.728219 -0.514254 0.213965
115 -0.644503 -0.514254 0.130249
132 -0.652097 -0.514254 0.137843
152 -0.52127 -0.514254 0.00701618
175 -0.460595 -0.514254 0.0536589
202 -0.676203 -0.514254 0.161949
233 -0.473748 -0.514254 0.0405059
269 -0.590199 -0.514254 0.0759453
310 -0.424484 -0.514254 0.0897701
357 -0.47561 -0.514254 0.0386442
412 -0.482179 -0.514254 0.0320752
475 -0.45942 -0.514254 0.0548335
548 -0.585207 -0.514254 0.0709526
632 -0.497115 -0.514254 0.0171393
729 -0.582611 -0.514254 0.0683574
841 -0.586542 -0.514254 0.0722885
971 -0.590932 -0.514254 0.076678
1121 -0.529785 -0.514254 0.0155311
1294 -0.475499 -0.514254 0.0387547
1494 -0.503514 -0.514254 0.0107399
1725 -0.496013 -0.514254 0.0182412
1991 -0.551611 -0.514254 0.0373571
2299 -0.481166 -0.514254 0.0330876
2654 -0.488976 -0.514254 0.0252777
3064 -0.53897 -0.514254 0.0247164
3538 -0.549992 -0.514254 0.035738
4085 -0.52789 -0.514254 0.0136362
4717 -0.536763 -0.514254 0.0225092
5447 -0.526927 -0.514254 0.0126726
6290 -0.538544 -0.514254 0.0242905
7263 -0.517114 -0.514254 0.00285982
8387 -0.511763 -0.514254 0.002491
9685 -0.527739 -0.514254 0.0134852
11184 -0.510163 -0.514254 0.0040914
12915 -0.508586 -0.514254 0.0056677
14913 -0.509555 -0.514254 0.00469917
17221 -0.510054 -0.514254 0.00419949
19886 -0.515431 -0.514254 0.00117681
22963 -0.522576 -0.514254 0.00832221
26517 -0.522348 -0.514254 0.00809395
30621 -0.514107 -0.514254 0.000146772
35360 -0.502902 -0.514254 0.0113518
40833 -0.507304 -0.514254 0.0069501
47153 -0.522125 -0.514254 0.00787073
54451 -0.525572 -0.514254 0.0113181
62878 -0.513472 -0.514254 0.000782227
72610 -0.520858 -0.514254 0.00660369
83848 -0.513605 -0.514254 0.000648909
96825 -0.521941 -0.514254 0.00768691
111811 -0.510028 -0.514254 0.00422594
129117 -0.519498 -0.514254 0.0052442
149101 -0.520185 -0.514254 0.00593113
172178 -0.511605 -0.514254 0.00264907
198827 -0.514052 -0.514254 0.000201639
229601 -0.512552 -0.514254 0.00170148
265138 -0.517616 -0.514254 0.00336219
306176 -0.514662 -0.514254 0.000408238
353565 -0.511702 -0.514254 0.00255188
408289 -0.51296 -0.514254 0.00129378
471483 -0.516931 -0.514254 0.00267746
544459 -0.513969 -0.514254 0.000285345
628730 -0.514837 -0.514254 0.000582881
726044 -0.516617 -0.514254 0.00236271
838421 -0.512503 -0.514254 0.0017514
968191 -0.513914 -0.514254 0.000339608
1118047 -0.514725 -0.514254 0.0004708
1291098 -0.512875 -0.514254 0.00137854
1490934 -0.513393 -0.514254 0.000860839
1721700 -0.513649 -0.514254 0.000605042
1988184 -0.515861 -0.514254 0.00160748
2295915 -0.513419 -0.514254 0.000835212
2651276 -0.513838 -0.514254 0.000416367
3061640 -0.514391 -0.514254 0.00013747
3535520 -0.515041 -0.514254 0.000787048
4082747 -0.514104 -0.514254 0.000150269
4714674 -0.513948 -0.514254 0.000306374
5444411 -0.513558 -0.514254 0.000695556
6287096 -0.51529 -0.514254 0.00103604
7260212 -0.514273 -0.514254 1.94245e-05
8383947 -0.513807 -0.514254 0.000446868
9681614 -0.514566 -0.514254 0.000311591
